페이지,공종,종별,종별_상세1,시험종목_1,시험종목_2,시험종목_3,시험방법,시험빈도,비고
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,"볼트
시험편",항복강도,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,,인장강도,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,,연신율,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,,단면 수축률,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,"볼트
제품",최소 인장하중,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,,경도,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,너트,경도,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,,보증하중,,,"·제조회사별
·제품규격마다",
14,철강구조물공사,"구조물용 토크-
전단형 고장력
볼트, 6각너트,
평와셔의 세트
(KS B 2819)",,와셔,경도,,,"·제조회사별
·제품규격마다",
15,철강구조물공사,,,세트,체결 축력,,,,
15,가설기자재,"강재
파이프서포트",,"평누름에 의한 압축
하중",,,"KS F 8001
또는
산업안전보건법에
따른 안전인증기준","·제품규격마다(3개)
·공급자마다","최대사용 길이가
4000mm를 초과하는
제품과 알루미늄합금재
제품은 「방호장치
안전인증 고시」의
시험방법 적용"
15,가설기자재,"강관
비계용
부재","비계용
강관",인장 하중,,,KS F 8002,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"강관
비계용
부재","강관
조인트",휨 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"강관
비계용
부재",,인장 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"강관
비계용
부재",,압축 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"조립형
비계
및
동바리
부재",수직재,압축 하중,,,"KS F 8021
또는
산업안전보건법에
따른 안전인증기준","·제품규격마다(3개)
·공급자마다","안전인증기준의 종별
명칭은 시스템비계
또는 시스템동바리 임"
15,가설기자재,"조립형
비계
및
동바리
부재",수평재,휨 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"조립형
비계
및
동바리
부재",가새재,압축 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"조립형
비계
및
동바리
부재",트러스,휨 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"조립형
비계
및
동바리
부재","연결
조인트",압축 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"조립형
비계
및
동바리
부재",,인장 하중,,,,"·제품규격마다(3개)
·공급자마다",
15,가설기자재,"일반 구조용
압연 강재
(KS D 3503)
* 흙막이용
자재로 제한",,치수,,,KS D 3503,"·제품규격마다
·공급자마다","·공사시방서(또는 설계
도서)에 명시된 제품과
동등 이상 여부 확인
·치수는 두께만 시험"
15,가설기자재,"일반 구조용
압연 강재
(KS D 3503)
* 흙막이용
자재로 제한",,인장 강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반 구조용
압연 강재
(KS D 3503)
* 흙막이용
자재로 제한",,항복 강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반 구조용
압연 강재
(KS D 3503)
* 흙막이용
자재로 제한",,연신율,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"용접 구조용
압연강재
(KS D 3515)
* 흙막이용
자재로 제한",,"겉모양, 치수, 무게",,,KS D 3515,"·제품규격마다
·공급자마다","·공사시방서(또는 설계
도서)에 명시된 제품과
동등 이상 여부 확인
·치수는 두께만 시험"
15,가설기자재,"용접 구조용
압연강재
(KS D 3515)
* 흙막이용
자재로 제한",,"항복점 또는
항복강도",,,,"·제품규격마다
·공급자마다",
15,가설기자재,"용접 구조용
압연강재
(KS D 3515)
* 흙막이용
자재로 제한",,인장강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"용접 구조용
압연강재
(KS D 3515)
* 흙막이용
자재로 제한",,연신율,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반구조용 용접
경량 H형강
(KS D 3558)
* 흙막이용
자재로 제한",,치수,,,KS D 3558,"·제품규격마다
·공급자마다","·공사시방서(또는 설계
도서)에 명시된 제품과
동등 이상 여부 확인
·치수는 평판부분의 두
께만 시험"
15,가설기자재,"일반구조용 용접
경량 H형강
(KS D 3558)
* 흙막이용
자재로 제한",,인장 강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반구조용 용접
경량 H형강
(KS D 3558)
* 흙막이용
자재로 제한",,항복 강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반구조용 용접
경량 H형강
(KS D 3558)
* 흙막이용
자재로 제한",,연신율,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반구조용
각형강관
(KS D 3568)
* 거푸집 및
동바리 구조물에
사용하는 멍에
또는 장선용
자재로 제한",,치수,,,KS D 3568,"·제품규격마다
·공급자마다","·공사시방서(또는 설계
도서)에 명시된 제품과
동등 이상 여부 확인
·치수는 평판부분의 두
께만 시험"
15,가설기자재,"일반구조용
각형강관
(KS D 3568)
* 거푸집 및
동바리 구조물에
사용하는 멍에
또는 장선용
자재로 제한",,인장 강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반구조용
각형강관
(KS D 3568)
* 거푸집 및
동바리 구조물에
사용하는 멍에
또는 장선용
자재로 제한",,항복 강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"일반구조용
각형강관
(KS D 3568)
* 거푸집 및
동바리 구조물에
사용하는 멍에
또는 장선용
자재로 제한",,연신율,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"열간압연강
널말뚝
(KS F 4604)",,인장 강도,,,KS F 4604,"·제품규격마다
·공급자마다","·치수는 평판부분의 두
께만 시험"
15,가설기자재,"열간압연강
널말뚝
(KS F 4604)",,항복 강도,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"열간압연강
널말뚝
(KS F 4604)",,연신율,,,,"·제품규격마다
·공급자마다",
15,가설기자재,"열간압연강
널말뚝
(KS F 4604)",,"모양, 치수, 단위질량",,,,"·제품규격마다
·공급자마다",
15,가설기자재,"H형강 말뚝
(KS F 4603)",,"겉모양, 치수, 무게",,,"KS D 3502
KS F 4603","·제품규격마다
·공급자마다",
16,가설기자재,,,화학성분,,,KS F 4603,,
16,가설기자재,,,탄소당량,,,,,
16,가설기자재,,,"항복점 또는 항복강
도",,,,,
16,가설기자재,복공판,,외관상태 및 성능,,,공사시방서에 따름,"·제품규격별 200개
마다(단, 200개
미만은 1회)
·공급자마다
·설치후 1년이내 마다","·국가건설기준 코드의 설계
하중 기준에 만족"
16,가설기자재,"콘크리트 거푸집용
합판 (KS F 3110)",,겉모양 및 치수,,,KS F 3110,․ 제품규격별,"강재틀 합판 거푸집(KS
F 8006)제외"
16,가설기자재,"콘크리트 거푸집용
합판 (KS F 3110)",,휨강성 변형량,,,,․ 제품규격별,
16,가설기자재,"콘크리트 거푸집용
합판 (KS F 3110)",,"도막 및 피복재와
바탕합판의 접착성
(표면가공 거푸집용
합판에 한함)",,,,․ 제품규격별,
16,가설기자재,"콘크리트 거푸집용
합판 (KS F 3110)",,함수율,,,KS F 3110,·필요시,
16,가설기자재,"콘크리트 거푸집용
합판 (KS F 3110)",,밀도,,,,·필요시,
16,가설기자재,"콘크리트 거푸집용
합판 (KS F 3110)",,접착성,,,,·필요시,
16,가설기자재,"콘크리트 거푸집용
합판 (KS F 3110)",,폼알데하이드방출량,,,KS M 1998,·필요시,
16,기타,석재,,밀도 및 흡수율,,,KS F 2518,"·골재원마다
·재질 변화시마다",
16,기타,석재,,압축강도,,,KS F 2519,"·골재원마다
·재질 변화시마다",
16,기타,석재,,<삭제>,,,<삭제>,"·골재원마다
·재질 변화시마다",
16,기타,토목섬유 매트,,"지반
보강용","인장강도,인장변형률",,KS K ISO 10319,"·제조회사별
·제품규격마다
·20,000제곱미터마다","기타 용도의
지오텍스타일
및 관련제품은
KS K 0920,
0922, 0923,
0924, 0926,
0938 참조"
16,기타,토목섬유 매트,,,수직 투수계수,,KS K ISO 11058,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,토목섬유 매트,,,봉합강도,,KS K ISO 10321,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,토목섬유 매트,,배수용,인장강도,,KS K ISO 10319,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목섬유
(배수용)",,"인장강도, 신도",,,KS K ISO 10319,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목섬유
(배수용)",,투수계수,,,KS K ISO 11058,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목섬유
(배수용)",,유효구멍크기,,,KS K ISO 12956,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목섬유
(배수용)",,내약품성(액체저항성),,,KS K ISO TR 12960,"· 흙의 pH가 4 미만
또는 9를 초과하는 경우","시험후 인장
강도≥50%"
16,기타,"토목용 부직포
섬유
(KS K 2630)",,겉모양,,,KS K 2630,"·제조회사별
·제품규격마다
·20,000제곱미터마다","시험방법은
국가기술표
준원에서 개정
검토중으로
개정이후 개
정된 시험방
법에 따름"
16,기타,"토목용 부직포
섬유
(KS K 2630)",,무게,,,KS K ISO 9864,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목용 부직포
섬유
(KS K 2630)",,인장강도 및 신도,,,KS K 0743,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목용 부직포
섬유
(KS K 2630)",,봉합강도,,,KS K ISO 13935-2,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목용 부직포
섬유
(KS K 2630)",,투수계수,,,KS K ISO 11058,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목용 부직포
섬유
(KS K 2630)",,나비,,,KS K ISO 22198,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목용 부직포
섬유
(KS K 2630)",,길이,,,KS K ISO 22198,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목용 부직포
섬유
(KS K 2630)",,두께,,,KS K ISO 9863-1,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
16,기타,"토목용 부직포
섬유
(KS K 2630)",,조성섬유,,,KS K 0210,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
17,기타,"드레인보드
(Drain Board)",,인장강도 및 신도,,,KS K ISO 10319,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
17,기타,"드레인보드
(Drain Board)",,배수성능,,,"KS K ISO 11058
또는
KS K ISO12958","·제조회사별
·제품규격마다
·20,000제곱미터마다",
17,기타,"드레인보드
(Drain Board)",,질량,,,KS K ISO 9864,"·제조회사별
·제품규격마다
·20,000제곱미터마다",
17,기타,"드레인보드
(Drain Board)",,유효구멍크기,,,"KS K 0754 또는
KS K ISO 12956","·제조회사별
·제품규격마다
·20,000제곱미터마다",
17,기타,"드레인보드
(Drain Board)",,내약품성(액체저항성),,,"KS K ISO TR 12960
또는 해당 공사시방서","· 흙의 pH가 4 미만
또는 9를 초과하는 경우","시험후 인장
강도≥50%"
17,기타,"상수도용
도복장강관
(KS D 3565)",,"치수, 무게",,,KS D 3565,"·제조회사별
·제품규격마다",상수도용관
17,기타,"상수도용
도복장강관
(KS D 3565)",,화학성분,,,,"·제조회사별
·제품규격마다",
17,기타,"상수도용
도복장강관
(KS D 3565)",,인장강도,,,,"·제조회사별
·제품규격마다",
17,기타,"상수도용
도복장강관
(KS D 3565)",,항복점 또는 항복강도,,,,"·제조회사별
·제품규격마다",
17,기타,"상수도용
도복장강관
(KS D 3565)",,연신율,,,,"·제조회사별
·제품규격마다",
17,기타,"상수도용
도복장강관
(KS D 3565)",,편평성,,,,"·제조회사별
·제품규격마다",
17,기타,"상수도용
도복장강관
(KS D 3565)",,"비파괴 검사특성 또는 수압
시험특성",,,,"·제조회사별
·제품규격마다",
17,기타,"상수도용
도복장강관
(KS D 3565)",,도복장 및 그 방법,,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
플라스틱 배관
(KS M 3408-2)",,내압시험,,,KS M 3408-2,"·제조회사별
·제품규격마다",상수도용관
17,기타,"수도용
플라스틱 배관
(KS M 3408-2)",,용해시험,,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
플라스틱 배관
(KS M 3408-2)",,파단점 신장률,,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
플라스틱 배관
(KS M 3408-2)",,종축 복귀성,,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
플라스틱 배관
(KS M 3408-2)",,산화유도시간,,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
플라스틱 배관
(KS M 3408-2)",,용융질량흐름지수,,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
경질폴리염화비
닐관
(KS M 3401)",,"겉모양, 치수",,,KS M 3401,"·제조회사별
·제품규격마다",상수도용관
17,기타,"수도용
경질폴리염화비
닐관
(KS M 3401)",,"경질
(VP)",인장항복강도,,KS M 3401,"·제조회사별
·제품규격마다",
17,기타,"수도용
경질폴리염화비
닐관
(KS M 3401)",,,내수압성,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
경질폴리염화비
닐관
(KS M 3401)",,,편평성,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
경질폴리염화비
닐관
(KS M 3401)",,,비카트 연화온도,,,"·제조회사별
·제품규격마다",
17,기타,"수도용
경질폴리염화비
닐관
(KS M 3401)",,,열간내압크리프성,,KS M ISO 1167,"·제조회사별
·제품규격마다",
17,기타,"수도용
경질폴리염화비
닐관
(KS M 3401)",,,용출성,,KS M 3401,"·제조회사별
·제품규격마다",
